,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,AGE_CLIENT,YEARS_EMPLOYED,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,ANNUITY_INCOME%,PAYMENT_RATE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE
27388,131832,Cash loans,M,59.0,1.27,2.0,Y,N,225000.0,562500.0,14836.5,562500.0,0.06594,0.026376,Commercial associate,Higher education,Married,House / apartment
86674,200598,Cash loans,M,27.0,5.38,2.0,Y,N,112500.0,247275.0,16119.0,225000.0,0.14328,0.06518653321201091,Working,Secondary / secondary special,Civil marriage,House / apartment
24907,128967,Cash loans,F,34.0,7.95,3.0,N,N,126000.0,512064.0,23998.5,360000.0,0.19046428571428572,0.0468662120359955,Commercial associate,Secondary / secondary special,Married,House / apartment
153736,278182,Cash loans,M,44.0,14.24,4.0,Y,N,112500.0,1125000.0,47794.5,1125000.0,0.42484,0.042484,Working,Secondary / secondary special,Married,House / apartment
112799,230843,Cash loans,F,30.0,3.16,2.0,N,Y,90000.0,270000.0,25245.0,270000.0,0.2805,0.0935,Commercial associate,Secondary / secondary special,Married,House / apartment
130068,250856,Revolving loans,F,31.0,2.27,3.0,N,N,81000.0,180000.0,9000.0,180000.0,0.1111111111111111,0.05,Working,Secondary / secondary special,Single / not married,House / apartment
49985,157860,Cash loans,F,46.0,4.67,2.0,N,Y,301500.0,481495.5,36130.5,454500.0,0.11983582089552239,0.07503808446807914,Commercial associate,Higher education,Civil marriage,House / apartment
303063,451118,Cash loans,F,32.0,10.58,2.0,N,N,247500.0,675000.0,28507.5,675000.0,0.11518181818181818,0.04223333333333333,Working,Secondary / secondary special,Single / not married,With parents
119138,238144,Cash loans,M,60.0,9.25,1.0,N,N,180000.0,157500.0,6066.0,157500.0,0.0337,0.038514285714285716,Working,Higher education,Separated,Municipal apartment
39355,145576,Cash loans,M,59.0,11.13,2.0,Y,Y,112500.0,781920.0,41787.0,675000.0,0.37144,0.05344152854511971,Working,Secondary / secondary special,Married,House / apartment
139672,261948,Cash loans,F,41.0,7.07,1.0,Y,N,247500.0,540000.0,26109.0,540000.0,0.1054909090909091,0.04835,Working,Secondary / secondary special,Separated,House / apartment
114636,232933,Cash loans,M,53.0,10.34,2.0,Y,Y,112500.0,573408.0,29407.5,495000.0,0.2614,0.05128547212456052,Working,Secondary / secondary special,Married,House / apartment
40427,146833,Cash loans,F,51.0,1.74,2.0,N,Y,270000.0,808650.0,24601.5,675000.0,0.09111666666666667,0.03042292710072343,Working,Secondary / secondary special,Married,House / apartment
260566,401551,Cash loans,F,63.0,38.58,1.0,N,Y,225000.0,755190.0,33264.0,675000.0,0.14784,0.04404719342152306,Working,Higher education,Separated,House / apartment
139967,262301,Cash loans,F,61.0,1000.67,2.0,Y,Y,161100.0,500211.0,47493.0,463500.0,0.29480446927374304,0.0949459328163515,Pensioner,Secondary / secondary special,Married,House / apartment
38204,144242,Cash loans,F,45.0,9.86,3.0,N,Y,126000.0,254700.0,14751.0,225000.0,0.11707142857142858,0.05791519434628975,State servant,Secondary / secondary special,Married,House / apartment
289526,435421,Cash loans,F,60.0,2.83,1.0,N,Y,90000.0,276277.5,11835.0,238500.0,0.1315,0.04283736460623829,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
115195,233587,Cash loans,M,35.0,2.26,2.0,Y,Y,193500.0,561384.0,59080.5,540000.0,0.3053255813953488,0.10524079774272156,Commercial associate,Secondary / secondary special,Married,House / apartment
135963,257705,Cash loans,F,31.0,11.26,4.0,N,N,45000.0,509400.0,37197.0,450000.0,0.8266,0.07302120141342756,Working,Secondary / secondary special,Married,House / apartment
10780,112550,Cash loans,F,56.0,2.16,1.0,N,Y,157500.0,1288350.0,37053.0,1125000.0,0.23525714285714286,0.028760041914076145,Working,Higher education,Single / not married,House / apartment
1096,101275,Cash loans,M,52.0,11.16,2.0,N,Y,112500.0,900000.0,26316.0,900000.0,0.23392,0.02924,Commercial associate,Secondary / secondary special,Married,House / apartment
302042,449934,Revolving loans,M,25.0,3.12,1.0,N,Y,225000.0,270000.0,13500.0,270000.0,0.06,0.05,State servant,Secondary / secondary special,Single / not married,House / apartment
265932,408059,Cash loans,M,31.0,1.09,2.0,Y,Y,112500.0,177903.0,15349.5,148500.0,0.13644,0.08628016390954621,Working,Secondary / secondary special,Married,House / apartment
200920,332900,Cash loans,F,60.0,8.7,2.0,N,Y,153000.0,521280.0,22216.5,450000.0,0.14520588235294118,0.042619129834254144,Working,Secondary / secondary special,Married,House / apartment
46592,153972,Cash loans,F,40.0,7.44,2.0,N,Y,157500.0,1051245.0,34042.5,877500.0,0.21614285714285714,0.03238303154830701,Working,Higher education,Married,House / apartment
124742,244663,Cash loans,F,51.0,10.53,2.0,Y,Y,247500.0,972441.0,92331.0,945000.0,0.37305454545454547,0.09494766263454543,Working,Secondary / secondary special,Married,House / apartment
100291,216426,Cash loans,F,28.0,3.09,2.0,N,Y,112500.0,450000.0,27324.0,450000.0,0.24288,0.06072,Working,Higher education,Married,House / apartment
246026,384717,Cash loans,M,45.0,2.33,2.0,Y,Y,225000.0,539100.0,27652.5,450000.0,0.1229,0.05129382303839733,Commercial associate,Higher education,Married,House / apartment
89585,204006,Cash loans,M,29.0,3.88,2.0,Y,N,450000.0,1312110.0,55593.0,1125000.0,0.12354,0.04236916112216201,Working,Secondary / secondary special,Married,With parents
298470,445773,Cash loans,M,47.0,2.4,2.0,N,Y,225000.0,285264.0,33984.0,252000.0,0.15104,0.11913175164058556,Working,Secondary / secondary special,Married,House / apartment
40366,146762,Cash loans,M,33.0,0.25,3.0,Y,Y,225000.0,1078200.0,38331.0,900000.0,0.17036,0.03555091819699499,Working,Secondary / secondary special,Married,House / apartment
253513,393350,Cash loans,F,26.0,1.76,2.0,Y,Y,270000.0,1493086.5,52029.0,1363500.0,0.1927,0.03484660801634735,Commercial associate,Higher education,Married,With parents
215405,349594,Cash loans,M,47.0,1000.67,3.0,N,N,81000.0,361462.5,18585.0,274500.0,0.22944444444444445,0.0514161220043573,Pensioner,Secondary / secondary special,Married,House / apartment
19007,122169,Cash loans,F,32.0,0.52,4.0,N,Y,112500.0,545040.0,26640.0,450000.0,0.2368,0.0488771466314399,Working,Secondary / secondary special,Married,House / apartment
21915,125532,Cash loans,M,31.0,0.59,2.0,Y,N,180000.0,513531.0,19161.0,459000.0,0.10645,0.03731225573529154,Working,Secondary / secondary special,Married,House / apartment
260405,401356,Cash loans,F,41.0,5.22,1.0,N,Y,180000.0,72400.5,6637.5,58500.0,0.036875,0.0916775436633725,Working,Secondary / secondary special,Single / not married,House / apartment
258671,399348,Revolving loans,M,50.0,9.17,2.0,N,Y,202500.0,135000.0,6750.0,135000.0,0.03333333333333333,0.05,Working,Higher education,Married,House / apartment
282797,427538,Cash loans,M,27.0,3.56,1.0,N,Y,157500.0,167076.0,12622.5,135000.0,0.08014285714285714,0.07554945054945054,Working,Secondary / secondary special,Single / not married,House / apartment
73650,185406,Cash loans,F,58.0,1000.67,2.0,N,N,144000.0,808650.0,23773.5,675000.0,0.16509375,0.02939899833055092,Pensioner,Secondary / secondary special,Married,House / apartment
705,100814,Cash loans,F,59.0,11.26,2.0,N,Y,126000.0,942300.0,27679.5,675000.0,0.21967857142857142,0.02937440305635148,State servant,Secondary / secondary special,Married,House / apartment
160701,286289,Cash loans,F,33.0,2.56,2.0,N,N,114750.0,119448.0,8109.0,94500.0,0.07066666666666667,0.06788728149487643,State servant,Secondary / secondary special,Single / not married,House / apartment
248690,387719,Cash loans,M,61.0,1000.67,1.0,N,Y,81000.0,123993.0,9400.5,103500.0,0.11605555555555555,0.07581476373666256,Pensioner,Higher education,Single / not married,House / apartment
156858,281808,Cash loans,F,54.0,18.71,2.0,N,Y,81000.0,781920.0,25839.0,675000.0,0.319,0.033045580110497234,Working,Secondary / secondary special,Civil marriage,House / apartment
38683,144804,Cash loans,M,31.0,4.81,1.0,N,Y,144000.0,284400.0,18643.5,225000.0,0.12946875,0.06555379746835444,Commercial associate,Higher education,Single / not married,House / apartment
34953,140500,Cash loans,F,67.0,1000.67,1.0,N,Y,90000.0,254700.0,14350.5,225000.0,0.15945,0.05634275618374558,Pensioner,Secondary / secondary special,Widow,House / apartment
158504,283758,Cash loans,M,41.0,4.92,1.0,Y,Y,202500.0,103500.0,11835.0,103500.0,0.058444444444444445,0.11434782608695652,Working,Secondary / secondary special,Single / not married,House / apartment
186995,316779,Cash loans,M,54.0,5.13,2.0,N,Y,45000.0,63000.0,6583.5,63000.0,0.1463,0.1045,Working,Secondary / secondary special,Civil marriage,House / apartment
228243,364370,Cash loans,F,46.0,13.96,2.0,N,Y,180000.0,1535553.0,40635.0,1372500.0,0.22575,0.02646277920723023,Working,Secondary / secondary special,Married,House / apartment
69790,180959,Cash loans,F,37.0,7.25,3.0,N,N,157500.0,870984.0,37030.5,778500.0,0.23511428571428572,0.04251570637348103,Working,Secondary / secondary special,Married,House / apartment
163583,289630,Cash loans,M,36.0,2.18,2.0,N,Y,180000.0,450000.0,21109.5,450000.0,0.117275,0.04691,Commercial associate,Higher education,Married,House / apartment
141421,263966,Cash loans,M,40.0,3.1,3.0,Y,N,225000.0,345510.0,18873.0,247500.0,0.08388,0.0546235998958062,Commercial associate,Secondary / secondary special,Married,House / apartment
25121,129219,Cash loans,M,39.0,5.06,4.0,Y,Y,270000.0,607041.0,29331.0,490500.0,0.10863333333333333,0.048317988406054946,Working,Secondary / secondary special,Married,House / apartment
20017,123350,Cash loans,F,47.0,3.59,3.0,N,Y,112500.0,315000.0,21438.0,315000.0,0.19056,0.06805714285714286,Working,Secondary / secondary special,Civil marriage,House / apartment
284080,428993,Cash loans,M,38.0,3.51,2.0,N,Y,180000.0,1201207.5,35253.0,940500.0,0.19585,0.02934796860658962,Working,Secondary / secondary special,Married,House / apartment
140155,262513,Cash loans,F,34.0,3.27,2.0,N,Y,292500.0,781920.0,40054.5,675000.0,0.13693846153846154,0.05122582872928177,Working,Higher education,Married,House / apartment
179466,307966,Revolving loans,F,36.0,3.81,4.0,Y,Y,180000.0,225000.0,11250.0,495000.0,0.0625,0.05,Working,Higher education,Married,House / apartment
141921,264555,Cash loans,F,39.0,20.02,2.0,N,N,157500.0,1506816.0,47443.5,1350000.0,0.3012285714285714,0.03148592794342508,Working,Incomplete higher,Married,House / apartment
247126,385968,Cash loans,F,51.0,4.41,3.0,N,N,99000.0,675000.0,38749.5,675000.0,0.39140909090909093,0.05740666666666667,Commercial associate,Secondary / secondary special,Married,House / apartment
85810,199571,Cash loans,F,27.0,7.17,3.0,N,Y,180000.0,225000.0,20767.5,225000.0,0.115375,0.0923,State servant,Secondary / secondary special,Married,With parents
288488,434213,Cash loans,M,39.0,9.55,2.0,Y,N,112500.0,634482.0,16866.0,454500.0,0.14992,0.026582314391897642,Working,Secondary / secondary special,Civil marriage,House / apartment
33523,138833,Cash loans,F,68.0,1000.67,1.0,N,Y,94500.0,239850.0,24705.0,225000.0,0.26142857142857145,0.10300187617260788,Pensioner,Secondary / secondary special,Widow,House / apartment
67350,178106,Cash loans,F,38.0,10.27,3.0,N,Y,157500.0,509922.0,28602.0,472500.0,0.1816,0.05609093155423771,State servant,Secondary / secondary special,Married,House / apartment
251330,390810,Cash loans,F,69.0,1000.67,2.0,N,Y,135000.0,225000.0,22383.0,225000.0,0.1658,0.09948,Pensioner,Secondary / secondary special,Married,House / apartment
74684,186607,Cash loans,M,28.0,7.43,4.0,Y,Y,225000.0,284400.0,22599.0,225000.0,0.10044,0.0794620253164557,Commercial associate,Incomplete higher,Married,House / apartment
157604,282684,Cash loans,M,47.0,0.78,3.0,Y,Y,225000.0,679500.0,45724.5,679500.0,0.20322,0.06729139072847683,Commercial associate,Secondary / secondary special,Married,House / apartment
146518,269883,Cash loans,M,33.0,4.82,3.0,Y,Y,720000.0,1200744.0,38866.5,1048500.0,0.05398125,0.03236868141752114,Commercial associate,Higher education,Married,With parents
260046,400929,Cash loans,F,37.0,17.39,2.0,N,Y,225000.0,1389852.0,50053.5,1147500.0,0.22246,0.03601354676613049,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
192998,323809,Cash loans,M,49.0,18.58,2.0,N,Y,135000.0,904500.0,38322.0,904500.0,0.28386666666666666,0.0423681592039801,Working,Higher education,Married,House / apartment
264287,406059,Cash loans,M,41.0,3.7,2.0,Y,Y,180000.0,781920.0,43789.5,675000.0,0.243275,0.056002532228360956,Commercial associate,Secondary / secondary special,Married,House / apartment
18912,122053,Cash loans,F,42.0,7.24,4.0,N,Y,94500.0,495000.0,23814.0,495000.0,0.252,0.04810909090909091,Commercial associate,Secondary / secondary special,Married,House / apartment
234119,371189,Cash loans,M,29.0,4.42,3.0,Y,Y,202500.0,323388.0,31149.0,292500.0,0.15382222222222222,0.09632082823110319,Working,Higher education,Married,House / apartment
293356,439860,Cash loans,M,51.0,9.56,2.0,N,Y,54000.0,417024.0,21451.5,360000.0,0.39725,0.05143948549723757,Working,Secondary / secondary special,Civil marriage,House / apartment
97732,213479,Cash loans,F,37.0,4.73,3.0,N,N,270000.0,1288350.0,37669.5,1125000.0,0.13951666666666668,0.02923856095005239,Working,Secondary / secondary special,Married,House / apartment
169490,296441,Cash loans,F,30.0,0.27,3.0,N,Y,112500.0,152820.0,16587.0,135000.0,0.14744,0.10853945818610129,Commercial associate,Secondary / secondary special,Married,House / apartment
96635,212184,Cash loans,M,27.0,2.68,1.0,Y,N,202500.0,790830.0,52978.5,675000.0,0.2616222222222222,0.06699100944577216,Commercial associate,Higher education,Single / not married,House / apartment
293189,439664,Cash loans,M,42.0,3.11,2.0,Y,N,315000.0,781920.0,61906.5,675000.0,0.19652857142857144,0.07917242173112339,Working,Secondary / secondary special,Married,House / apartment
202449,334688,Cash loans,F,57.0,3.69,2.0,N,Y,135000.0,1223010.0,48631.5,1125000.0,0.36023333333333335,0.03976377952755906,Working,Secondary / secondary special,Married,House / apartment
86512,200400,Cash loans,F,41.0,6.83,2.0,N,N,112500.0,900000.0,46084.5,900000.0,0.40964,0.051205,Working,Secondary / secondary special,Married,House / apartment
174573,302307,Cash loans,F,40.0,1.67,2.0,N,Y,112500.0,1293502.5,37948.5,1129500.0,0.33732,0.02933778635912957,Working,Secondary / secondary special,Married,House / apartment
217545,352066,Cash loans,F,42.0,10.39,2.0,Y,Y,193500.0,382500.0,14548.5,382500.0,0.07518604651162791,0.038035294117647056,Working,Secondary / secondary special,Married,House / apartment
288232,433909,Cash loans,F,60.0,1000.67,1.0,N,Y,79200.0,738000.0,23301.0,738000.0,0.29420454545454544,0.03157317073170732,Pensioner,Secondary / secondary special,Single / not married,House / apartment
294040,440656,Cash loans,M,37.0,16.28,2.0,N,N,135000.0,254700.0,14751.0,225000.0,0.10926666666666666,0.05791519434628975,Working,Secondary / secondary special,Married,House / apartment
203126,335488,Cash loans,F,55.0,4.67,1.0,N,N,137250.0,755190.0,50800.5,675000.0,0.3701311475409836,0.06726850196639256,Working,Higher education,Separated,Municipal apartment
266026,408167,Cash loans,F,46.0,2.53,2.0,Y,Y,202500.0,1006920.0,39933.0,900000.0,0.1972,0.03965856274579907,Commercial associate,Secondary / secondary special,Married,House / apartment
247159,386002,Revolving loans,F,31.0,2.65,3.0,Y,Y,270000.0,337500.0,16875.0,337500.0,0.0625,0.05,Working,Higher education,Married,House / apartment
290462,436505,Cash loans,M,39.0,15.87,2.0,Y,N,360000.0,135000.0,6889.5,135000.0,0.0191375,0.05103333333333333,Working,Secondary / secondary special,Married,House / apartment
281222,425795,Cash loans,F,67.0,1000.67,2.0,N,Y,103500.0,239850.0,23494.5,225000.0,0.227,0.09795497185741088,Pensioner,Higher education,Married,House / apartment
33766,139120,Cash loans,M,57.0,7.78,2.0,N,N,225000.0,1288350.0,41562.0,1125000.0,0.18472,0.03225986727209221,Working,Secondary / secondary special,Married,House / apartment
278878,423069,Revolving loans,M,42.0,5.27,2.0,N,Y,157500.0,270000.0,13500.0,270000.0,0.08571428571428572,0.05,Working,Secondary / secondary special,Married,House / apartment
212509,346264,Cash loans,F,48.0,3.25,2.0,Y,Y,157500.0,1422337.5,41719.5,1242000.0,0.2648857142857143,0.029331645970102033,Working,Secondary / secondary special,Married,House / apartment
145776,269025,Cash loans,M,49.0,1000.67,2.0,Y,Y,135000.0,247500.0,19282.5,247500.0,0.14283333333333334,0.07790909090909091,Pensioner,Secondary / secondary special,Married,House / apartment
233044,369925,Cash loans,F,35.0,1.81,3.0,N,Y,135000.0,373311.0,22815.0,283500.0,0.169,0.06111526314520601,Working,Secondary / secondary special,Married,House / apartment
25327,129458,Cash loans,F,65.0,1000.67,2.0,N,Y,99000.0,780363.0,31077.0,697500.0,0.3139090909090909,0.039823774320412425,Pensioner,Higher education,Married,House / apartment
87885,202021,Cash loans,F,26.0,1.28,1.0,N,Y,112500.0,495000.0,23944.5,495000.0,0.21284,0.048372727272727276,Working,Secondary / secondary special,Single / not married,House / apartment
253854,393742,Cash loans,M,51.0,1.55,2.0,Y,Y,225000.0,1408806.0,92457.0,1350000.0,0.41092,0.06562791470223721,Working,Secondary / secondary special,Married,House / apartment
94236,209424,Revolving loans,F,34.0,1.05,2.0,N,Y,112500.0,247500.0,12375.0,247500.0,0.11,0.05,Working,Secondary / secondary special,Married,House / apartment
92655,207588,Cash loans,F,35.0,2.08,5.0,N,Y,225000.0,1321902.0,38781.0,1035000.0,0.17236,0.029337273111017307,Working,Secondary / secondary special,Married,House / apartment
28114,132679,Cash loans,M,32.0,2.16,4.0,Y,N,166500.0,1575000.0,43443.0,1575000.0,0.26091891891891894,0.02758285714285714,State servant,Secondary / secondary special,Married,Municipal apartment
234623,371783,Revolving loans,F,33.0,0.66,3.0,N,Y,103500.0,270000.0,13500.0,270000.0,0.13043478260869565,0.05,Working,Higher education,Married,House / apartment
182413,311426,Cash loans,F,46.0,2.49,1.0,N,N,121500.0,755190.0,29947.5,675000.0,0.24648148148148147,0.03965558336312716,Working,Higher education,Separated,Municipal apartment
230900,367443,Cash loans,F,49.0,3.2,2.0,Y,Y,171000.0,647046.0,21001.5,463500.0,0.12281578947368421,0.032457506885136454,Working,Secondary / secondary special,Married,House / apartment
246484,385275,Cash loans,F,54.0,1000.67,2.0,Y,Y,247500.0,1293502.5,35698.5,1129500.0,0.14423636363636363,0.027598323157473605,Pensioner,Higher education,Married,House / apartment
103242,219832,Cash loans,F,52.0,5.89,1.0,N,Y,202500.0,350860.5,19161.0,283500.0,0.09462222222222222,0.05461144813964525,Working,Secondary / secondary special,Separated,House / apartment
229003,365249,Cash loans,F,42.0,2.37,2.0,N,Y,157500.0,182016.0,8851.5,144000.0,0.0562,0.04863034018987342,Working,Secondary / secondary special,Civil marriage,House / apartment
159642,285062,Cash loans,M,46.0,0.29,2.0,Y,Y,180000.0,540000.0,25150.5,540000.0,0.139725,0.046575,Commercial associate,Secondary / secondary special,Separated,House / apartment
8871,110314,Cash loans,F,43.0,12.63,1.0,N,Y,193500.0,675000.0,21906.0,675000.0,0.11320930232558139,0.032453333333333334,Working,Secondary / secondary special,Single / not married,House / apartment
20880,124332,Cash loans,F,58.0,1000.67,1.0,Y,N,81000.0,450000.0,13774.5,450000.0,0.17005555555555554,0.03061,Pensioner,Secondary / secondary special,Single / not married,House / apartment
291817,438070,Cash loans,F,48.0,7.58,2.0,N,Y,90000.0,1303812.0,35851.5,1138500.0,0.39835,0.027497445950796586,Working,Secondary / secondary special,Married,House / apartment
131812,252874,Revolving loans,F,32.0,7.01,4.0,N,Y,58500.0,157500.0,7875.0,157500.0,0.1346153846153846,0.05,Commercial associate,Secondary / secondary special,Married,With parents
298392,445684,Cash loans,F,33.0,2.16,2.0,N,N,135000.0,835380.0,35523.0,675000.0,0.26313333333333333,0.04252316311139841,Working,Secondary / secondary special,Married,House / apartment
17207,120070,Cash loans,M,36.0,9.85,3.0,Y,N,180000.0,284400.0,16456.5,225000.0,0.091425,0.05786392405063291,Working,Secondary / secondary special,Married,Rented apartment
226323,362145,Cash loans,F,45.0,2.49,2.0,N,Y,112500.0,1288350.0,37800.0,1125000.0,0.336,0.029339853300733496,Working,Higher education,Married,House / apartment
75732,187815,Cash loans,F,55.0,1000.67,3.0,Y,N,175500.0,1506816.0,47443.5,1350000.0,0.2703333333333333,0.03148592794342508,Pensioner,Secondary / secondary special,Married,House / apartment
238136,375785,Cash loans,M,62.0,1000.67,2.0,N,Y,112500.0,1024290.0,30078.0,855000.0,0.26736,0.029364730691503384,Pensioner,Secondary / secondary special,Married,House / apartment
299408,446870,Cash loans,M,44.0,4.2,3.0,N,Y,256500.0,521280.0,23089.5,450000.0,0.09001754385964912,0.04429385359116022,Working,Secondary / secondary special,Civil marriage,House / apartment
163137,289134,Cash loans,F,60.0,1000.67,2.0,N,N,144000.0,1339884.0,36976.5,1170000.0,0.25678125,0.02759679196109514,Pensioner,Higher education,Married,House / apartment
295913,442838,Cash loans,M,41.0,11.79,4.0,Y,N,112500.0,590337.0,25141.5,477000.0,0.22348,0.04258838595581846,Working,Secondary / secondary special,Married,House / apartment
174491,302210,Revolving loans,M,33.0,3.93,2.0,N,Y,211500.0,180000.0,9000.0,180000.0,0.0425531914893617,0.05,Working,Secondary / secondary special,Married,House / apartment
95773,211182,Cash loans,F,57.0,1000.67,2.0,Y,Y,67500.0,254700.0,14751.0,225000.0,0.21853333333333333,0.05791519434628975,Pensioner,Secondary / secondary special,Married,House / apartment
130831,251746,Cash loans,M,40.0,0.35,4.0,Y,N,112500.0,700830.0,18616.5,585000.0,0.16548,0.026563503274688583,Working,Higher education,Married,House / apartment
267962,410489,Cash loans,F,52.0,15.62,2.0,N,Y,360000.0,651600.0,33399.0,562500.0,0.092775,0.05125690607734806,Commercial associate,Secondary / secondary special,Married,House / apartment
205348,338031,Cash loans,F,52.0,2.82,1.0,N,N,247500.0,629325.0,25087.5,562500.0,0.10136363636363636,0.03986414015016089,Working,Secondary / secondary special,Separated,House / apartment
113956,232165,Cash loans,F,46.0,14.62,2.0,N,Y,247500.0,886401.0,45387.0,778500.0,0.18338181818181817,0.051203687721471436,Commercial associate,Higher education,Married,House / apartment
83761,197143,Revolving loans,M,30.0,3.22,2.0,Y,Y,135000.0,180000.0,9000.0,180000.0,0.06666666666666667,0.05,Working,Secondary / secondary special,Single / not married,House / apartment
79012,191587,Revolving loans,M,47.0,0.5,1.0,Y,Y,225000.0,540000.0,27000.0,540000.0,0.12,0.05,Commercial associate,Higher education,Single / not married,House / apartment
39696,145960,Cash loans,F,29.0,3.75,1.0,Y,N,216000.0,302341.5,18400.5,261000.0,0.0851875,0.06085998779525801,State servant,Higher education,Single / not married,House / apartment
199863,331698,Cash loans,F,35.0,2.96,3.0,Y,N,202500.0,910890.0,33592.5,652500.0,0.1658888888888889,0.036878766920264795,Commercial associate,Secondary / secondary special,Married,House / apartment
11858,113818,Cash loans,F,63.0,1000.67,2.0,N,Y,135000.0,163512.0,13045.5,135000.0,0.09663333333333333,0.07978313518273888,Pensioner,Secondary / secondary special,Married,House / apartment
80888,193783,Cash loans,F,29.0,1.4,1.0,N,N,112500.0,450000.0,22018.5,450000.0,0.19572,0.04893,Working,Incomplete higher,Single / not married,House / apartment
16992,119824,Cash loans,F,39.0,0.51,3.0,N,N,76500.0,1170000.0,30861.0,1170000.0,0.40341176470588236,0.026376923076923076,Working,Higher education,Married,House / apartment
221455,356527,Cash loans,M,46.0,2.79,3.0,N,Y,225000.0,1022022.0,43429.5,913500.0,0.19302,0.042493703658042586,Working,Higher education,Married,House / apartment
125202,245195,Cash loans,M,27.0,0.92,1.0,N,Y,202500.0,418743.0,28111.5,342000.0,0.13882222222222224,0.0671330625228362,Working,Secondary / secondary special,Single / not married,With parents
188680,318742,Cash loans,F,36.0,7.59,4.0,Y,Y,216000.0,238896.0,16092.0,189000.0,0.0745,0.06735985533453888,Working,Secondary / secondary special,Married,House / apartment
60826,170539,Cash loans,M,27.0,4.53,4.0,N,Y,202500.0,495000.0,13743.0,495000.0,0.06786666666666667,0.027763636363636365,Working,Higher education,Married,House / apartment
265497,407502,Cash loans,F,49.0,21.84,1.0,N,N,103500.0,508495.5,22527.0,454500.0,0.21765217391304348,0.04430127700245135,Working,Higher education,Widow,House / apartment
222761,358024,Cash loans,F,39.0,1.3,2.0,N,N,270000.0,1089000.0,31842.0,1089000.0,0.11793333333333333,0.029239669421487605,Working,Higher education,Separated,House / apartment
148364,272024,Cash loans,F,27.0,0.83,2.0,Y,N,71100.0,593010.0,17122.5,495000.0,0.2408227848101266,0.0288738807102747,Commercial associate,Higher education,Single / not married,House / apartment
186754,316505,Cash loans,M,53.0,3.65,2.0,Y,Y,90000.0,862560.0,25348.5,720000.0,0.28165,0.029387520868113522,Working,Secondary / secondary special,Married,House / apartment
91026,205703,Cash loans,F,43.0,6.79,2.0,Y,Y,135000.0,819391.5,50260.5,715500.0,0.3723,0.06133881056857436,Working,Secondary / secondary special,Married,House / apartment
53926,162482,Cash loans,M,23.0,0.6,1.0,Y,Y,126000.0,254700.0,28867.5,225000.0,0.22910714285714287,0.11333922261484099,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
89341,203724,Cash loans,F,28.0,0.82,4.0,N,Y,72000.0,90000.0,10282.5,90000.0,0.1428125,0.11425,Working,Secondary / secondary special,Married,House / apartment
199163,330897,Cash loans,M,59.0,1000.67,2.0,Y,Y,45000.0,314100.0,15241.5,225000.0,0.3387,0.0485243553008596,Pensioner,Lower secondary,Married,House / apartment
150228,274154,Cash loans,M,43.0,0.38,2.0,Y,Y,121500.0,922500.0,39213.0,922500.0,0.3227407407407407,0.04250731707317073,Commercial associate,Secondary / secondary special,Married,House / apartment
62255,172201,Cash loans,M,46.0,8.49,2.0,Y,Y,180000.0,574668.0,38533.5,490500.0,0.214075,0.06705349871578024,Working,Secondary / secondary special,Married,House / apartment
135348,256981,Cash loans,F,30.0,6.39,2.0,Y,Y,108000.0,495000.0,23944.5,495000.0,0.22170833333333334,0.048372727272727276,Working,Incomplete higher,Civil marriage,House / apartment
279904,424308,Cash loans,M,27.0,2.33,2.0,N,Y,180000.0,379008.0,39928.5,360000.0,0.221825,0.10535001899696049,Working,Secondary / secondary special,Married,Rented apartment
226000,361765,Cash loans,F,57.0,1000.67,1.0,N,Y,67500.0,284400.0,9850.5,225000.0,0.14593333333333333,0.03463607594936709,Pensioner,Secondary / secondary special,Widow,House / apartment
250047,389311,Revolving loans,F,34.0,4.01,4.0,Y,Y,157500.0,337500.0,16875.0,337500.0,0.10714285714285714,0.05,Working,Higher education,Married,House / apartment
170691,297820,Cash loans,M,53.0,1000.67,2.0,N,Y,157500.0,755190.0,36459.0,675000.0,0.2314857142857143,0.0482779168156358,Pensioner,Higher education,Married,House / apartment
131829,252896,Cash loans,M,30.0,4.93,2.0,Y,Y,67500.0,251280.0,13284.0,180000.0,0.1968,0.05286532951289398,Working,Higher education,Married,House / apartment
82575,195764,Cash loans,F,36.0,2.19,1.0,N,N,189000.0,1350000.0,39474.0,1350000.0,0.20885714285714285,0.02924,Commercial associate,Incomplete higher,Single / not married,House / apartment
42403,149082,Cash loans,F,42.0,4.93,4.0,N,Y,67500.0,71955.0,8248.5,67500.0,0.1222,0.11463414634146342,Working,Secondary / secondary special,Married,House / apartment
274602,418274,Cash loans,F,59.0,1000.67,2.0,N,Y,117000.0,263686.5,26208.0,238500.0,0.224,0.09939075379285629,Pensioner,Secondary / secondary special,Married,House / apartment
